Os01g0100100	AK242339
Os01g0865100	AK065779
Os01g0865400	AK068362
Os01g0865600	AK099677
Os01g0865600	AK068033
Os01g0865700	AK356997
Os01g0865800	AK373527
Os01g0865900	BT088253
Os01g0866000	AK108924
Os01g0866100	AK068991
Os01g0866133	BT018641
Os01g0866200	EU941866
Os01g0866300	AK068786
Os01g0866300	AK059875
Os01g0866400	AK070516
Os01g0866500	AK111757
Os01g0866550	BT019269
Os01g0866600	AK242498
Os01g0866700	AK060459
Os01g0866750	CU405858
Os01g0866800	AK102221
Os01g0867100	AK066461
Os01g0867200	AK101243
Os01g0867300	AK067919
Os01g0867400	AK063889
Os01g0867450	EU954971
Os01g0867600	AK102226
Os01g0867700	AK108852
Os01g0867800	AK069062
Os01g0867800	AK066622
Os01g0867800	AK062260
Os01g0867900	AK061366
Os01g0867900	AK121441
Os01g0868000	ab
Os01g0868200	AK067216
Os01g0868200	AK119393
Os01g0868300	AK288311
Os01g0868301	tplb0058b01
Os01g0868400	AK103345
Os01g0868550	AK360759
Os01g0868600	AK289227
Os01g0868800	ab
Os01g0868900	AK099469
Os01g0868900	AK062271
Os01g0869000	AK121602
Os01g0869000	AK067351
Os01g0869000	AK068777
Os01g0869200	AK073453
Os01g0869300	AK059347
Os01g0869400	AK063342
Os01g0869450	EU964458
Os01g0869500	AK070435
Os01g0869500	AK106718
Os01g0869550	BT017027
Os01g0869600	AK060596
Os01g0869750	AK288119
Os01g0869800	AK058284
Os01g0869900	AK070407
Os01g0869900	AK060576
Os01g0870100	AK067564
Os01g0870100	AK072312
Os01g0870100	AK103428
Os01g0870201	ab
Os01g0870300	AK121878
Os01g0870300	AK120352
Os01g0870350	BT054429
Os01g0870400	ab
Os01g0870500	AK067624
Os01g0870500	AK065439
Os01g0870750	tplb0036o12
Os01g0871000	tplb0056i22
Os01g0871100	AK064743
Os01g0871150	EU950265
Os01g0871200	AK065024
Os01g0871200	AK072211
Os01g0871200	AK100840
Os01g0871200	AK119629
Os01g0871300	AK059062
Os01g0871300	AK067545
Os01g0871350	AK242213
Os01g0871400	AK068758
Os01g0871500	AK068840
Os01g0871600	AK103248
Os01g0871700	ab
Os01g0871733	tplb0043c19
Os01g0871800	AK120109
Os01g0871900	ab
Os01g0872000	AK102239
Os01g0872100	AK099405
Os01g0872201	tplb0038k08
Os01g0872300	ab
Os01g0872350	tplb0058e01
Os01g0872400	AK243378
Os01g0872450	EU973246
Os01g0872500	AK068086
Os01g0872500	AK066692
Os01g0872533	tplb0043c19
Os01g0872566	tplb0043c19
Os01g0872600	AK060248
Os01g0872650	CT835515
Os01g0872700	AK100381
Os01g0872700	AK066633
Os01g0872700	AK072508
Os01g0872800	AK073712
Os01g0872800	AK062100
Os01g0872900	AK106574
Os01g0873000	ab
Os01g0873100	AK070841
Os01g0873200	AK109463
Os01g0873300	EU962956
Os01g0873700	AK103484
Os01g0873800	AK068140
Os01g0873900	EU957605
Os01g0874100	AK105804
Os01g0874100	AK101275
Os01g0874300	AK060684
Os01g0874700	AK121856
Os01g0874700	AK073077
Os01g0874700	AK105447
Os01g0874800	AK065916
Os01g0874800	AK119315
Os01g0874800	AK105063
Os01g0874800	AK103577
Os01g0874900	AK103554
Os01g0875000	AK058560
Os01g0875150	EU946406
Os01g0875300	EU968838
Os01g0875400	AK068371
Os01g0875500	AK102715
Os01g0875500	AK101399
Os01g0875700	AK063817
Os01g0875800	AK105949
Os01g0876100	AK248202
Os01g0876200	AK119459
Os01g0876300	AK069276
Os01g0876300	AK061090
Os01g0876400	AK065101
Os01g0876400	AK121648
Os01g0876400	AK072910
Os01g0876400	AK100486
Os01g0876500	AK240782
Os01g0876500	AK287838
Os01g0876650	CT834967
Os01g0876800	CT834820
Os01g0877001	AK242868
Os01g0877300	AK073302
Os01g0877400	AK106754
Os01g0877450	EU971726
Os01g0877500	AK101067
Os01g0877500	AK058582
Os01g0877600	AK069864
Os01g0877600	AK061259
Os01g0877900	AK111134
Os01g0878000	AK104289
Os01g0878000	AK061119
Os01g0878101	AK241694
Os01g0878200	AK240772
Os01g0878300	AK069324
Os01g0878300	AK106635
Os01g0878400	AK073884
Os01g0878550	tplb0036o08
Os01g0878700	AK121636
Os01g0878700	AK119529
Os01g0878750	tplb0036o08
Os01g0878800	AK070251
Os01g0878800	AK070438
Os01g0878900	AK104601
Os01g0879000	AK066116
Os01g0879100	AK108415
Os01g0879200	AK109033
Os01g0879300	EU966752
Os01g0879400	AK065053
Os01g0879500	AK243108
Os01g0879600	ab
Os01g0880100	AK108247
Os01g0880200	AK100345
Os01g0880200	AK067519
Os01g0880200	AK071195
Os01g0880200	AK105039
Os01g0880250	tplb0041a22
Os01g0880300	AK101962
Os01g0880350	EU943103
Os01g0880400	AK066678
Os01g0880400	AK058783
Os01g0880800	AK101524
Os01g0880850	tplb0059g06
Os01g0880900	AK069671
Os01g0881000	ab
Os01g0881100	AK109822
Os01g0881300	AK063011
Os01g0881300	AK067960
Os01g0881400	tplb0060b14
Os01g0881450	CT834915
Os01g0881500	AK067457
Os01g0881500	AK060833
Os01g0881800	AK109594
Os01g0881900	AK102849
Os01g0881950	CT834826
Os01g0881966	AK242526
Os01g0882000	AK108653
Os01g0882100	CT835521
Os01g0882200	BT042450
Os01g0882250	EU941502
Os01g0882300	AK102845
Os01g0882300	AK058265
Os01g0882400	AK108538
Os01g0882500	AK365893
Os01g0882800	AK059325
Os01g0882900	tplb0036o08
Os01g0883000	BT086285
Os01g0883100	AK070894
Os01g0883200	AK058727
Os01g0883400	DQ497409
Os01g0883600	AK242719
Os01g0883800	CT834906
Os01g0883850	DQ334868
Os01g0883900	AK119636
Os01g0883900	AK100713
Os01g0884050	tplb0026p23
Os01g0884200	AK064579
Os01g0884300	AK068392
Os01g0884350	FP093663
Os01g0884400	AK072566
Os01g0884450	BT084688
Os01g0884500	AK069155
Os01g0884600	tplb0059e14
Os01g0884700	tplb0002i01
Os01g0884800	AK374516
Os01g0884850	BT085496
Os01g0884900	AK063875
Os01g0885000	AK121662
Os01g0885000	AK060676
Os01g0885200	AK100276
Os01g0885200	AK059113
Os01g0885300	AK102068
Os01g0885300	AK062009
Os01g0885300	AK067070
Os01g0885500	AK071788
Os01g0885500	AK064424
Os01g0885600	AK059523
Os01g0885700	AK110253
Os01g0885900	EU954530
Os01g0886000	AK106349
Os01g0886200	AK070958
Os01g0886300	AK065093
Os01g0886300	AK120493
Os01g0886300	AK104828
Os01g0886350	AK240991
Os01g0886500	AK242348
Os01g0886600	AK070098
Os01g0886700	AK287901
Os01g0886900	tplb0001d17
Os01g0887100	AK240934
Os01g0887400	AK241667
Os01g0887550	BT086717
Os01g0887700	AK071139
Os01g0887700	AK058384
Os01g0887700	AK058498
Os01g0887850	EU949871
Os01g0888022	BT087049
Os01g0888200	AK108013
Os01g0888300	AK102902
Os01g0888500	AK106608
Os01g0888600	AK121374
Os01g0888600	AK072733
Os01g0888700	AK073376
Os01g0888750	tplb0032d06
Os01g0888800	AK070163
Os01g0888900	AK120651
Os01g0889000	AK103621
Os01g0889200	AK066619
Os01g0889400	AK071407
Os01g0889400	AK119575
Os01g0889601	BT085512
Os01g0889800	AK104708
Os01g0889900	AK099945
Os01g0890001	AK242501
Os01g0890050	tplb0028c09
Os01g0890100	tplb0056i22
Os01g0890200	AK371960
Os01g0890250	tplb0036o12
Os01g0890300	AK064497
Os01g0890400	ab
Os01g0890500	ab
Os01g0890600	AK358766
Os01g0890900	AK355072
Os01g0890950	tplb0055a04
Os01g0891000	AK070632
Os01g0891033	tplb0024d02
Os01g0891066	tplb0028j17
Os01g0891100	ab
Os01g0891300	AK063674
Os01g0891300	AK099151
Os01g0891350	BT061853
Os01g0891400	AK241782
Os01g0891601	AK241345
Os01g0891700	AK105471
Os01g0891800	AK376568
Os01g0892300	AK241749
Os01g0892500	AK243057
Os01g0892600	AK104609
Os01g0892800	AK070097
Os01g0892800	AK100268
Os01g0893300	AK063187
Os01g0893400	AK071112
Os01g0893400	AK061917
Os01g0893700	ab
Os01g0894000	AK072389
Os01g0894000	AK121960
Os01g0894050	BT039927
Os01g0894075	tplb0043a14
Os01g0894100	AK111398
Os01g0894300	AK060500
Os01g0894300	AK120887
Os01g0894500	AK103300
Os01g0894600	AK073332
Os01g0894600	AK099522
Os01g0894600	AK059715
Os01g0894700	AK067623
Os01g0895000	AK107053
Os01g0895100	AK058611
Os01g0895100	AK067698
Os01g0895200	AK063282
Os01g0895300	AK073544
Os01g0895500	AK063649
Os01g0895600	AK099626
Os01g0896200	AK105622
Os01g0896300	AB360550
Os01g0896350	EU950022
Os01g0896400	AK107067
Os01g0896500	AK120594
Os01g0896500	AK060416
Os01g0896700	EU267958
Os01g0896800	AK104693
Os01g0897000	AK242651
Os01g0897100	AK072393
Os01g0897150	tplb0026c15
Os01g0897200	AK105061
Os01g0897200	AK100403
Os01g0897200	AK121862
Os01g0897300	AK106167
Os01g0897300	AK061032
Os01g0897500	AK058596
Os01g0897500	AK287711
Os01g0897600	AK243365
Os01g0897700	AK061290
Os01g0897800	AK072812
Os01g0897800	AK072409
Os01g0897800	AK099099
Os01g0897800	AK060771
Os01g0898300	AK103766
Os01g0898300	AK105381
Os01g0898400	AK240683
Os01g0898500	AK106563
Os01g0898600	AK062514
Os01g0898800	EU966284
Os01g0898900	AK120093
Os01g0899000	AK121843
Os01g0899100	ab
Os01g0899200	AK108736
Os01g0899275	AF390542
Os01g0899350	X54621
Os01g0899387	EU940710
Os01g0899425	P93292
Os01g0899500	AK064490
Os01g0899500	AK099921
Os01g0899700	AK110796
Os01g0899800	AK240892
Os01g0900200	AK071608
Os01g0900300	tplb0060j07
Os01g0900400	AK242904
Os01g0900700	BT063553
Os01g0900750	AK289044
Os01g0900800	AK105713
Os01g0900800	AK121411
Os01g0900900	AK120577
Os01g0901000	AK101205
Os01g0901000	AK065658
Os01g0901101	BT084794
Os01g0901200	AK103365
Os01g0901300	AK100274
Os01g0901500	AK241767
Os01g0901550	BT017473
Os01g0901600	AK241420
Os01g0901650	BT017473
Os01g0901700	AK102777
Os01g0901800	AK121605
Os01g0901800	AK070266
Os01g0901900	AK067661
Os01g0901950	CT828786
Os01g0902000	AK073128
Os01g0902100	AK360758
Os01g0902200	AK064934
Os01g0902300	AK240641
Os01g0902300	AK288510
Os01g0902700	AK242900
Os01g0902750	tplb0038k08
Os01g0902800	ab
Os01g0903100	AK367029
Os01g0903800	AJ577375
Os01g0903900	BT083761
Os01g0904000	ab
Os01g0904200	AK068432
Os01g0904200	AK105007
Os01g0904300	AK065762
Os01g0904400	AK103514
Os01g0904500	AK119437
Os01g0904700	AK062250
Os01g0905200	AK060538
Os01g0905200	AK067779
Os01g0905300	AK070609
Os01g0905400	AK063530
Os01g0905500	AK243258
Os01g0905700	AK060020
Os01g0905800	AK073770
Os01g0905800	AK062270
Os01g0905800	AK104719
Os01g0906000	AK059590
Os01g0906200	AK106369
Os01g0906425	ab
Os01g0906450	AK242417
Os01g0906600	AK100885
Os01g0907200	ab
Os01g0907300	AK108617
Os01g0907300	AK103626
Os01g0907400	AK068952
Os01g0907600	EF122495
Os01g0907900	AB244276
Os01g0908001	AK288846
Os01g0908100	AK072293
Os01g0908100	AK105143
Os01g0908200	AK067269
Os01g0908301	AK111667
Os01g0908400	AK062957
Os01g0908400	AK099301
Os01g0908500	AK120875
Os01g0908500	AK072213
Os01g0908600	AK241733
Os01g0908700	AK120427
Os01g0908800	AK065889
Os01g0909000	EU975217
Os01g0909100	AK241121
Os01g0909150	FP093360
Os01g0909200	AK120075
Os01g0909300	BT033212
Os01g0909400	AK068178
Os01g0909500	AK099909
Os01g0909500	AK119276
Os01g0909600	AK072072
Os01g0910200	AK070012
Os01g0910300	AK069450
Os01g0910400	CT836535
Os01g0910450	BT016843
Os01g0910500	AK072044
Os01g0910800	CT834834
Os01g0910900	AK240784
Os01g0911000	AK103283
Os01g0911000	AK064047
Os01g0911100	AK064782
Os01g0911100	AK062123
Os01g0911133	EU950192
Os01g0911200	AK101333
Os01g0911250	BT016657
Os01g0911300	AK058462
Os01g0911700	AK073805
Os01g0911700	AK105441
Os01g0911800	AK065451
Os01g0911900	AK241468
Os01g0912400	tplb0015b14
Os01g0912600	AK063179
Os01g0912700	AK068528
Os01g0912850	FP092817
Os01g0912900	AK119446
Os01g0913000	AK101264
Os01g0913100	AK070387
Os01g0913300	AK100698
Os01g0913400	AK099881
Os01g0913400	AK064467
Os01g0913600	AK071735
Os01g0913800	AK065343
Os01g0913900	AK110828
Os01g0914000	AK101364
Os01g0914100	ab
Os01g0914200	AK106995
Os01g0914300	AK105463
Os01g0914400	AK063138
Os01g0914600	AK106012
Os01g0914700	AK069261
Os01g0914800	AK102791
Os01g0915000	AK107951
Os01g0915200	AK121863
Os01g0915300	AK119435
Os01g0915350	tplb0021a04
Os01g0915400	CT834784
Os01g0915401	Q0JGM8
Os01g0915600	AK101063
Os01g0915666	tplb0045a15
Os01g0915732	EU973377
Os01g0915800	AK103859
Os01g0915900	AK243101
Os01g0916000	AK106300
Os01g0916100	AK109173
Os01g0916200	AK073904
Os01g0916200	AK101112
Os01g0916300	AK063922
Os01g0916300	AK121997
Os01g0916300	AK121061
Os01g0916350	AK288280
Os01g0916400	AK071710
Os01g0916600	AK121668
Os01g0916700	AK288011
Os01g0916800	ab
Os01g0916950	tplb0014o19
Os01g0917100	AK107234
Os01g0917200	AK288071
Os01g0917300	AK240939
Os01g0917400	AK098948
Os01g0917400	AK112102
Os01g0917400	AK111958
Os01g0917500	AK120933
Os01g0917700	EU972186
Os01g0917801	BT060591
Os01g0917900	AK109460
Os01g0918100	AK108783
Os01g0918200	AK103092
Os01g0918300	AK058869
Os01g0918300	AK069668
Os01g0918400	AK361582
Os01g0918500	AK072446
Os01g0919100	EF611342
Os01g0919150	tplb0059f16
Os01g0919200	AK100437
Os01g0919400	AF378184
Os01g0919500	AK059108
Os01g0919500	AK067058
Os01g0919600	AK066408
Os01g0919600	AK061819
Os01g0919700	AK059028
Os01g0919800	AK066552
Os01g0919900	AK103568
Os01g0919900	AK060087
Os01g0919950	tplb0059g06
Os01g0920000	AK069967
Os01g0920000	AK060073
Os01g0920100	AK069808
Os01g0920200	AK120182
Os01g0920300	AK067201
Os01g0920300	AK062088
Os01g0920400	AK073965
Os01g0920400	AK063897
Os01g0920450	ab
Os01g0920500	AK107508
Os01g0920700	AK331553
Os01g0920800	ab
Os01g0921000	AK071688
Os01g0921100	AK243195
Os01g0921200	AK289185
Os01g0921300	AK119614
Os01g0921400	AK099844
Os01g0921450	AK374499
Os01g0921500	AK105517
Os01g0921550	ab
Os01g0921600	AK071344
Os01g0921800	AK334012
Os01g0922000	AK073034
Os01g0922100	AK110737
Os01g0922350	AK373674
Os01g0922600	AK062581
Os01g0922700	AK287528
Os01g0922800	AK066160
Os01g0923000	AK070795
Os01g0923200	AK060288
Os01g0923300	AK067520
Os01g0923400	AK068698
Os01g0923600	AK122110
Os01g0923600	AK068932
Os01g0923600	AK059687
Os01g0923700	AK121135
Os01g0923700	AK067580
Os01g0923700	AK067355
Os01g0923750	BT086966
Os01g0923800	AK105740
Os01g0923900	AK241547
Os01g0923950	CT834776
Os01g0924000	AK061690
Os01g0924000	AK120797
Os01g0924100	AK062847
Os01g0924200	AK059879
Os01g0924300	AK100821
Os01g0924300	AK112027
Os01g0924400	AK072037
Os01g0924500	AK060236
Os01g0924600	AK060620
Os01g0924700	AK107827
Os01g0924800	BT018084
Os01g0924900	AK067886
Os01g0924900	AK058422
Os01g0924933	AK243104
Os01g0924966	tplb0019a16
Os01g0925000	AK103764
Os01g0925000	AK066132
Os01g0925100	AK120911
Os01g0925200	AK109471
Os01g0925300	AK103046
Os01g0925350	EU943668
Os01g0925400	AK068446
Os01g0925600	AK070355
Os01g0925700	AK242336
Os01g0925800	AK073357
Os01g0926200	AK073650
Os01g0926200	AK066457
Os01g0926300	AK105800
Os01g0926350	BT019303
Os01g0926400	AK073976
Os01g0926400	AK072752
Os01g0926400	AK063916
Os01g0926450	AK241690
Os01g0926501	X02683
Os01g0926600	AK068465
Os01g0926700	CU405596
Os01g0926800	AK121373
Os01g0927000	AK106700
Os01g0927300	AK073201
Os01g0927400	AK242854
Os01g0927500	AK068802
Os01g0927500	AK101312
Os01g0927600	AK072309
Os01g0927900	AK073189
Os01g0927950	BT068036
Os01g0928000	AK102594
Os01g0928100	AK120714
Os01g0928200	CT834799
Os01g0928300	AK068358
Os01g0928400	AK111454
Os01g0928600	AK241034
Os01g0928700	ab
Os01g0928800	AK120617
Os01g0929000	AK073334
Os01g0929100	AK105788
Os01g0929100	AK059975
Os01g0929100	AK060605
Os01g0929200	AK242279
Os01g0929500	AK120263
Os01g0929500	AK111399
Os01g0929600	AK070978
Os01g0929800	CT837487
Os01g0929967	FP096191
Os01g0930000	AK065852
Os01g0930200	AK120760
Os01g0930300	AK103050
Os01g0930400	Q5JK32
Os01g0930500	AK107569
Os01g0930800	AK119221
Os01g0930900	ab
Os01g0930950	ab
Os01g0931000	ab
Os01g0931100	AK068780
Os01g0931100	AK059213
Os01g0931200	AK063586
Os01g0931300	AK068196
Os01g0931300	AK099213
Os01g0931400	AK064797
Os01g0931400	AK105048
Os01g0931600	tplb0061i13
Os01g0931700	AK330336
Os01g0932000	AK287861
Os01g0932500	AK107477
Os01g0932525	CT833279
Os01g0932550	CT837760
Os01g0932600	AK072340
Os01g0932650	AK105157
Os01g0932700	ab
Os01g0932950	ab
Os01g0933075	AK241026
Os01g0933200	ab
Os01g0933300	AK060386
Os01g0933400	AK069767
Os01g0933400	AK070303
Os01g0933500	AY304538
Os01g0933600	AK067040
Os01g0933900	AK059985
Os01g0933900	AK103927
Os01g0933950	EU947713
Os01g0934000	AK072525
Os01g0934000	AK060679
Os01g0934100	AK100995
Os01g0934200	AK101396
Os01g0934300	AK066698
Os01g0934300	AK072640
Os01g0934300	AK070074
Os01g0934300	AK101422
Os01g0934350	CT834970
Os01g0934400	AK058904
Os01g0934500	AK073211
Os01g0934500	AK099792
Os01g0934600	ab
Os01g0934700	AK072603
Os01g0934800	Z34270
Os01g0934900	A2WYS8
Os01g0934901	EU947055
Os01g0935000	AK070390
Os01g0935050	BT086922
Os01g0935200	AK242118
Os01g0935300	AK062782
Os01g0935300	AK064133
Os01g0935350	BT019124
Os01g0935400	AK365108
Os01g0935450	EU953848
Os01g0935500	AK070575
Os01g0935500	AK071411
Os01g0935600	AK106484
Os01g0935600	AK061490
Os01g0935600	AK105604
Os01g0935700	AK073125
Os01g0935700	AK069403
Os01g0935800	AK111919
Os01g0935900	AK069146
Os01g0935900	AK058930
Os01g0936000	EU973478
Os01g0936100	AK101371
Os01g0936100	AK060413
Os01g0936200	AK101890
Os01g0936600	AK071831
Os01g0936700	AK107072
Os01g0936700	AK111027
Os01g0936800	AK103322
Os01g0936800	AK059500
Os01g0936850	EU947368
Os01g0936900	ab
Os01g0936950	BT009260
Os01g0937000	AK108620
Os01g0937012	BT009260
Os01g0937025	BT009260
Os01g0937050	ab
Os01g0937100	AK105806
Os01g0937200	AK121597
Os01g0937300	AK122144
Os01g0937300	AK062872
Os01g0937300	AK106251
Os01g0937366	ab
Os01g0937400	AK069827
Os01g0937400	AK120699
Os01g0937500	AK108977
Os01g0937600	AK064091
Os01g0937800	ab
Os01g0937850	BT009260
Os01g0937900	CT834949
Os01g0938100	AK242889
Os01g0938200	AK099501
Os01g0938400	AK062398
Os01g0938600	AK073733
Os01g0938900	AK109341
Os01g0938900	AK101971
Os01g0939000	AK109291
Os01g0939100	AK070064
Os01g0939150	EU971904
Os01g0939200	AK110814
Os01g0939300	AK101079
Os01g0939400	AK107946
Os01g0939450	tplb0034d14
Os01g0939500	Q39097
Os01g0939550	AK242534
Os01g0939600	AK068569
Os01g0939700	AK070588
Os01g0939700	AK111469
Os01g0939800	AK121367
Os01g0939901	CT834966
Os01g0940000	AK121317
Os01g0940100	AK107602
Os01g0940100	AK064590
Os01g0940600	AK070587
Os01g0940700	AK060802
Os01g0940700	AK104862
Os01g0940800	AK068247
Os01g0941200	AK243560
Os01g0941500	DQ244526
Os01g0941800	AK107393
Os01g0941800	AK102443
Os01g0942200	AK063265
Os01g0942300	AK063126
Os01g0942900	AK243304
Os01g0943000	AK240931
Os01g0943100	EU956243
Os01g0943400	ab
Os01g0943700	AK066782
Os01g0943800	AK059510
Os01g0943800	AK069731
Os01g0943900	AK240931
Os01g0943950	ab
Os01g0944000	AK105567
Os01g0944000	AK288087
Os01g0944000	AK120633
Os01g0944100	AK287490
Os01g0944100	AK103482
Os01g0944100	AK103580
Os01g0944200	AK067852
Os01g0944500	DQ244526
Os01g0944700	AK070056
Os01g0944800	Z93114
Os01g0944900	AK058891
Os01g0945001	AK240968
Os01g0945100	BT042582
Os01g0945150	tplb0051k23
Os01g0945200	ab
Os01g0945250	tplb0051k23
Os01g0945300	AK065371
Os01g0945300	AK072189
Os01g0945400	tplb0051k23
Os01g0945600	AK242715
Os01g0945650	tplb0051k23
Os01g0945666	tplb0051k23
Os01g0945700	EU971869
Os01g0945800	AK072850
Os01g0946100	AK072248
Os01g0946200	AK071060
Os01g0946300	ab
Os01g0946500	AK318559
Os01g0946550	ab
Os01g0946600	AK071109
Os01g0946700	AK069096
Os01g0946800	ab
Os01g0946850	tplb0019d14
Os01g0947000	AK063953
Os01g0947500	Z93114
Os01g0947700	AK066757
Os01g0947767	CT828816
Os01g0947800	ab
Os01g0947833	AK062969
Os01g0948100	AK111411
Os01g0948133	AK289153
Os01g0948200	FP097535
Os01g0948300	AK102153
Os01g0948400	AK070184
Os01g0948400	AK067368
Os01g0948500	AK119342
Os01g0948600	AK103603
Os01g0948900	AK100894
Os01g0948900	AK100932
Os01g0949060	AK102412
Os01g0949140	BT087016
Os01g0949220	CT834874
Os01g0949260	ab
Os01g0949300	AK058802
Os01g0949400	AK101395
Os01g0949400	AK061271
Os01g0949500	AK070662
Os01g0949700	AK069037
Os01g0949750	CU861793
Os01g0949800	AK064612
Os01g0949900	AK243403
Os01g0950000	AK064627
Os01g0950100	EU946238
Os01g0950200	AK109284
Os01g0950300	AK107822
Os01g0950700	AK107123
Os01g0950800	AK119473
Os01g0950833	AK287947
Os01g0950866	AK333803
Os01g0950900	AK101121
Os01g0951000	AK111493
Os01g0951000	AK101794
Os01g0951100	AK073021
Os01g0951200	AK069565
Os01g0951400	AK102468
Os01g0951400	AK058654
Os01g0951500	AK240946
Os01g0951800	AK069239
Os01g0952000	AK099691
Os01g0952000	AK060864
Os01g0952100	CT835013
Os01g0952200	AK122134
Os01g0952200	AK069717
Os01g0952300	AK333491
Os01g0952500	AK101721
Os01g0952600	AK070047
Os01g0952600	AK067525
Os01g0952700	AK103457
Os01g0952800	AK073385
Os01g0952800	AK108392
Os01g0952900	AK104991
Os01g0953000	AK100594
Os01g0953100	AK064981
Os01g0953100	AK068882
Os01g0953400	AK101164
Os01g0953500	AK058479
Os01g0953600	AK071823
Os01g0953600	AK100697
Os01g0953801	ab
Os01g0954000	AK062729
Os01g0954100	AK062680
Os01g0954400	AK104335
Os01g0954500	AK102444
Os01g0954900	AK110957
Os01g0955000	AK101291
Os01g0955000	AK111280
Os01g0955050	CT834864
Os01g0955100	AK062671
Os01g0955400	Q8RYJ9
Os01g0955500	Q8RYJ8
Os01g0955550	AK241060
Os01g0955600	AK371661
Os01g0955700	AK241714
Os01g0956075	CT834894
Os01g0956200	AK068399
Os01g0956300	AK109878
Os01g0956500	AK072478
Os01g0956600	AK102888
Os01g0956700	AK064171
Os01g0956800	ab
Os01g0957000	AK099730
Os01g0957000	AK061785
Os01g0957100	AK122121
Os01g0957200	AK073433
Os01g0957500	tplb0024g24
Os01g0957600	AK059235
Os01g0957800	AK240753
Os01g0957900	AK068334
Os01g0958000	AK103469
Os01g0958000	AK109352
Os01g0958100	AK058574
Os01g0958100	AK103090
Os01g0958200	AK107370
Os01g0958400	AK106256
Os01g0958400	AK066987
Os01g0958400	AK121241
Os01g0958500	AK072960
Os01g0958700	AK064908
Os01g0958800	AK103121
Os01g0958800	AK059634
Os01g0958900	AK103319
Os01g0958900	AK070111
Os01g0958950	tplb0029j04
Os01g0959000	AK070420
Os01g0959050	BT016894
Os01g0959100	AK063053
Os01g0959200	AK318549
Os01g0959600	AK375880
Os01g0959750	CU861843
Os01g0959800	AK318565
Os01g0959900	AK066497
Os01g0959900	AK058375
Os01g0960000	AK108183
Os01g0960101	X02683
Os01g0960200	BT019107
Os01g0960300	AK100099
Os01g0960300	AK105000
Os01g0960400	AK111512
Os01g0960400	AK111586
Os01g0960400	AK111991
Os01g0960450	AK368632
Os01g0960500	AK065423
Os01g0960600	AK243103
Os01g0960800	AK073977
Os01g0960900	ab
Os01g0961000	AK062919
Os01g0961200	AK105424
Os01g0961300	AK068300
Os01g0961600	AK071901
Os01g0961600	AK063388
Os01g0962000	AK059675
Os01g0962100	AK109813
Os01g0962200	AK067659
Os01g0962300	AK360833
Os01g0962400	AK059165
Os01g0962500	AK073163
Os01g0962500	AK105822
Os01g0962600	AK073846
Os01g0962650	BT019280
Os01g0962700	AK104420
Os01g0962900	ab
Os01g0963000	AK061131
Os01g0963000	AK104277
Os01g0963300	AK067544
Os01g0963350	EU951037
Os01g0963400	AK062343
Os01g0963600	AK060804
Os01g0963800	AK107518
Os01g0964000	AK073599
Os01g0964000	AK104012
Os01g0964133	AK243651
Os01g0964266	BT018641
Os01g0964333	AK362461
Os01g0964400	AK353931
Os01g0964800	AK107433
Os01g0964900	CT834795
Os01g0965000	ab
Os01g0965101	EU944670
Os01g0965201	AK111057
Os01g0965300	EU955574
