Os01g0100100	RabGAP/TBC_domain_containing_protein.
Os01g0867600	Similar_to_UDP_glucose:sterol glucosyltransferase (EC 2.4.1.173).
Os01g0867700	Yip1_domain_containing_protein.
Os01g0867800	Nucleotide_binding, alpha_beta plait domain containing protein.
Os01g0867800	Similar_to_RBP50.
Os01g0867900	Protein_of_unknown_function_DUF502_family_protein.
Os01g0867900	Similar_to_COV1_like protein.
Os01g0868000	AP2/ERF_transcription_factor,_Abiotic_stress_response,_Salt_stress_response
Os01g0868200	Zinc_finger,_DHHC_type domain containing protein.
Os01g0868300	Similar_to_DNA_polymerase_alpha_catalytic_subunit_(EC_2.7.7.7).
Os01g0868301	Hypothetical_protein.
Os01g0868400	Hypothetical_protein.
Os01g0868550	Hypothetical_protein.
Os01g0868600	Hypothetical_conserved_gene.
Os01g0868800	Similar_to_Subtilase.
Os01g0868900	Peptidase_S8,_subtilisin_related domain containing protein.
Os01g0868900	Similar_to_predicted_protein.
Os01g0869000	Protein_of_unknown_function_DUF639_family_protein.
Os01g0869000	Hypothetical_conserved_gene.
Os01g0869000	Protein_of_unknown_function_DUF639_domain_containing_protein.
Os01g0869200	Magnesium_transporter,_Mg_mediated aluminum tolerance
Os01g0869300	Conserved_hypothetical_protein.
Os01g0869400	Similar_to_Anthocyanidin_5,3_O_glucosyltransferase.
Os01g0869450	Hypothetical_protein.
Os01g0869500	Plant_nuclear_matrix_1_family_protein.
Os01g0869550	Conserved_hypothetical_protein.
Os01g0869600	TRAM,_LAG1_and_CLN8_homology_domain_containing_protein.
Os01g0869750	Conserved_hypothetical_protein.
Os01g0869800	22_kDa Photosystem II protein, Photoprotection
Os01g0869900	Serine/threonine_protein_kinase,_Hyperosmotic_stress_response
Os01g0870100	Ion_channel_DMI1.,Cation_channel_protein.
Os01g0870100	Similar_to_DMI1_protein_homologue.
Os01g0870100	Similar_to_Ion_channel_POLLUX.
Os01g0870201	Similar_to_GPI_transamidase_subunit_PIG_U family protein.
Os01g0870300	Hypothetical_conserved_gene.
Os01g0870300	Ammonium_transporter.
Os01g0870350	Hypothetical_protein.
Os01g0870400	Similar_to_S_domain class receptor_like kinase3.
Os01g0870500	Similar_to_S_domain class receptor_like kinase3.
Os01g0870750	Hypothetical_protein.
Os01g0871000	Similar_to_S_domain class receptor_like kinase3.
Os01g0871100	Alpha/beta_hydrolase_fold_1 domain containing protein.
Os01g0871150	Hypothetical_gene.
Os01g0871200	Zinc_finger,_C2H2_type domain containing protein.
Os01g0871300	Pyridoxal_phosphate_dependent transferase, major region domain containing protein.
Os01g0871300	Similar_to_Aspartate_aminotransferase.
Os01g0871350	Conserved_hypothetical_protein.
Os01g0871400	Hypothetical_protein.
Os01g0871500	TGF_beta receptor, type I/II extracellular region family protein.
Os01g0871600	Similar_to_Peptide_transporter_PTR2_B.
Os01g0871700	Oligopeptide_transporter_domain_containing_protein.
Os01g0871733	Hypothetical_protein.
Os01g0871800	TGF_beta receptor, type I/II extracellular region family protein.
Os01g0871900	Similar_to_POT_family_protein.
Os01g0872000	TGF_beta receptor, type I/II extracellular region family protein.
Os01g0872100	TGF_beta receptor, type I/II extracellular region family protein.
Os01g0872201	Hypothetical_protein.
Os01g0872300	Similar_to_POT_family_protein.
Os01g0872350	Hypothetical_protein.
Os01g0872400	Similar_to_POT_family_protein.
Os01g0872450	Similar_to_POT_family_protein.
Os01g0872500	Oligopeptide_transporter_domain_containing_protein.
Os01g0872500	Similar_to_peptide_transporter_PTR2_B.
Os01g0872533	Hypothetical_protein.
Os01g0872566	Hypothetical_protein.
Os01g0872600	TGF_beta receptor, type I/II extracellular region family protein.
Os01g0872700	Zinc_finger,_CCHC_type domain containing protein.
Os01g0872700	Similar_to_predicted_protein.
Os01g0872700	Hypothetical_conserved_gene.
Os01g0872800	Similar_to_3_phosphoinositide_dependent protein kinase_1 (Fragment).
Os01g0872800	Similar_to_3_phosphoinositide dependent protein kinase 1.
Os01g0872900	Protein_of_unknown_function_DUF635_family_protein.
Os01g0873000	Hypothetical_conserved_gene.
Os01g0873100	Similar_to_Amidophosphoribosyltransferase,_chloroplast_precursor_(EC_2.4.2.14)_(Glutamine_phosphoribosylpyrophosphate_amidotransferase)_(ATASE)_(GPAT).
Os01g0873200	Similar_to_Amidophosphoribosyltransferase,_chloroplast_precursor_(EC_2.4.2.14)_(Glutamine_phosphoribosylpyrophosphate_amidotransferase)_(ATASE)_(GPAT)_(Fragment).
Os01g0873300	Conserved_hypothetical_protein.
Os01g0873700	Protein_of_unknown_function_DUF803_family_protein.
Os01g0873800	Conserved_hypothetical_protein.
Os01g0873900	Similar_to_F23M19.3.
Os01g0874100	Hypothetical_conserved_gene.
Os01g0874100	Deoxynucleoside_kinase_family_protein.
Os01g0874300	Similar_to_MybHv5_(Fragment).
Os01g0874700	GOLD_domain_containing_protein.
Os01g0874700	Similar_to_patellin_1.
Os01g0874800	Similar_to_DNA_polymerase_I.
Os01g0874800	5'_3' exonuclease domain containing protein.
Os01g0874800	Similar_to_DNA_polymerase_I.
Os01g0874900	Similar_to_Hydroxymethyltransferase.
Os01g0875000	Conserved_hypothetical_protein.
Os01g0875150	Hypothetical_gene.
Os01g0875300	Similar_to_Universal_stress_protein_family_protein.
Os01g0875400	Ubiquitin_domain_containing_protein.
Os01g0875500	Similar_to_Beta_galactosidase (EC 3.2.1.23).
Os01g0875500	Similar_to_cDNA_clone:J033105C09,_full_insert_sequence.
Os01g0875700	Heat_shock_protein_DnaJ_family_protein.
Os01g0875800	Protein_of_unknown_function_DUF266,_plant_family_protein.
Os01g0876100	Similar_to_Chloride_channel.
Os01g0876200	Similar_to_Chloride_channel_protein_CLC_c (AtCLC_c).
Os01g0876300	F_box associated type 1 domain containing protein.
Os01g0876300	Similar_to_F_box protein interaction domain containing protein.
Os01g0876400	Sad1/UNC_like, C_terminal domain containing protein.
Os01g0876400	Hypothetical_conserved_gene.
Os01g0876500	Nucleotide_binding, alpha_beta plait domain containing protein.
Os01g0876500	Conserved_hypothetical_protein.
Os01g0876650	Hypothetical_conserved_gene.
Os01g0876800	RNA_binding region RNP_1  (RNA recognition motif) domain containing protein.
Os01g0877001	Conserved_hypothetical_protein.
Os01g0877300	Mitotic_checkpoint_family_protein.
Os01g0877400	Similar_to_Avr9_elicitor_response_like protein.
Os01g0877450	Hypothetical_conserved_gene.
Os01g0877500	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os01g0877500	Hypothetical_conserved_gene.
Os01g0877600	Hypothetical_protein.
Os01g0877900	Conserved_hypothetical_protein.
Os01g0878000	Conserved_hypothetical_protein.
Os01g0878000	Hypothetical_conserved_gene.
Os01g0878101	Conserved_hypothetical_protein.
Os01g0878200	Conserved_hypothetical_protein.
Os01g0878300	Protein_kinase,_core_domain_containing_protein.
Os01g0878300	Hypothetical_conserved_gene.
Os01g0878400	Amino_acid_transporter,_transmembrane_domain_containing_protein.
Os01g0878550	Hypothetical_protein.
Os01g0878700	Amino_acid_transporter,_transmembrane_domain_containing_protein.
Os01g0878750	Hypothetical_protein.
Os01g0878800	Similar_to_4,5_DOPA dioxygenase extradiol.
Os01g0878900	Similar_to_4,5_DOPA dioxygenase extradiol_like protein.
Os01g0879000	Hypothetical_protein.
Os01g0879100	Hypothetical_protein.
Os01g0879200	Plant_disease_resistance_response_protein_domain_containing_protein.
Os01g0879300	Hypothetical_conserved_gene.
Os01g0879400	Glycoside_hydrolase,_family_43_protein.
Os01g0879500	RuBisCO_cytochrome methylase, RMS1 domain containing protein.
Os01g0879600	Protein_of_unknown_function_DUF506,_plant_domain_containing_protein.
Os01g0880100	Conserved_hypothetical_protein.
Os01g0880200	Glycosyl_transferase,_family_8_protein.
Os01g0880200	Similar_to_secondary_cell_wall_related glycosyltransferase family 8.
Os01g0880200	Similar_to_cDNA_clone:J013112C08,_full_insert_sequence.
Os01g0880250	Hypothetical_protein.
Os01g0880300	Similar_to_Pectin_methylesterase_like protein.
Os01g0880350	Hypothetical_protein.
Os01g0880400	Protein_of_unknown_function_DUF231,_plant_domain_containing_protein.
Os01g0880400	Hypothetical_gene.
Os01g0880800	Similar_to_Acyl_[acyl_carrier_protein] desaturase, chloroplast precursor (EC 1.14.19.2) (Stearoyl_ACP desaturase).
Os01g0880850	Hypothetical_protein.
Os01g0880900	Similar_to_Pentatricopeptide_repeat_protein_PPR868_14.
Os01g0881000	SNF2_related domain containing protein.
Os01g0881100	Epsin_like, N_terminal domain containing protein.
Os01g0881300	MtN3_and_saliva_related_transmembrane_protein_family_protein.
Os01g0881400	DNA_repair_metallo_beta_lactamase domain containing protein.
Os01g0881500	Similar_to_Scarecrow_like 1 (Fragment).
Os01g0881800	Conserved_hypothetical_protein.
Os01g0881900	Leucine_rich repeat, cysteine_containing containing protein.
Os01g0881966	Hypothetical_conserved_gene.
Os01g0882000	Conserved_hypothetical_protein.
Os01g0882100	Hypothetical_conserved_gene.
Os01g0882200	Similar_to_octopine_synthase_binding_factor3.
Os01g0882300	Protein_of_unknown_function_DUF803_family_protein.
Os01g0882300	Similar_to_permease_related.
Os01g0882400	Protein_of_unknown_function_DUF679_domain_containing_protein.
Os01g0882500	Similar_to_NADH_dehydrogenase_I_subunit_N.
Os01g0882800	Similar_to_Amino_acid_carrier_(Fragment).
Os01g0882900	Hypothetical_protein.
Os01g0883000	Similar_to_protein_kinase.
Os01g0883100	Similar_to_PISTILLATA_like MADS box protein.
Os01g0883200	Conserved_hypothetical_protein.
Os01g0883400	Similar_to_PHD_finger_protein_like protein (Fragment).
Os01g0883800	Similar_to_GA_C20oxidase2.
Os01g0883800	GA_20_oxidase2, GA metabolism
Os01g0883850	Hypothetical_protein.
Os01g0883900	Protein_of_unknown_function_DUF248,_methyltransferase_putative_family_protein.
Os01g0884200	Hypothetical_gene.
Os01g0884300	No_apical_meristem_(NAM)_protein_domain_containing_protein.
Os01g0884350	Hypothetical_protein.
Os01g0884400	Armadillo_domain_containing_protein.
Os01g0884500	Plus_3 domain containing protein.
Os01g0884600	Hypothetical_protein.
Os01g0884700	Conserved_hypothetical_protein.
Os01g0884800	Pentatricopeptide_repeat_domain_containing_protein.
Os01g0884850	Hypothetical_protein.
Os01g0884900	Similar_to_DNA_glycosylase.
Os01g0885000	Similar_to_Cytochrome_c.
Os01g0885200	Uncharacterised_conserved_protein_UCP031277_domain_containing_protein.
Os01g0885200	Hypothetical_conserved_gene.
Os01g0885300	Conserved_hypothetical_protein.
Os01g0885300	Hypothetical_conserved_gene.
Os01g0885300	Conserved_hypothetical_protein.
Os01g0885500	Hypothetical_conserved_gene.
Os01g0885500	Hypothetical_protein.
Os01g0885600	Alpha/beta_hydrolase_fold_1 domain containing protein.
Os01g0885700	Protein_kinase_like domain containing protein.
Os01g0885900	Similar_to_transcriptional_factor_TINY.
Os01g0886000	Protein_of_unknown_function_DUF179_family_protein.
Os01g0886200	Similar_to_AGAMOUS_homolog.
Os01g0886300	K_Homology_domain_containing_protein.
Os01g0886300	Hypothetical_gene.
Os01g0886300	K_Homology_domain_containing_protein.
Os01g0886350	Conserved_hypothetical_protein.
Os01g0886500	Similar_to_Ribosomal_protein_L37.
Os01g0886600	Similar_to_CLP_protease_regulatory_subunit_CLPX_precursor.
Os01g0886700	Conserved_hypothetical_protein.
Os01g0886900	Similar_to_EMB1879_(EMBRYO_DEFECTIVE_1879).
Os01g0887100	Similar_to_4_(Cytidine 5'_diphospho)_2_C_methyl_D_erythritol synthase.
Os01g0887400	Similar_to_predicted_protein.
Os01g0887550	Similar_to_OSIGBa0124N08.3_protein.
Os01g0887700	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os01g0887700	Similar_to_Nucleic_acid_binding_protein.
Os01g0887850	Hypothetical_gene.
Os01g0888022	Conserved_hypothetical_protein.
Os01g0888300	Similar_to_NAC_domain containing protein 18 (ANAC018) (NO APICAL MERISTEM protein) (AtNAM).
Os01g0888500	Similar_to_Phosphoribosylformylglycinamidine_synthase.
Os01g0888600	Similar_to_Seven_transmembrane_protein_Mlo5_(Fragment).
Os01g0888600	Similar_to_barley_mlo_defense_gene_homolog8.
Os01g0888700	RIO_like kinase domain containing protein.
Os01g0888750	Hypothetical_protein.
Os01g0888800	Conserved_hypothetical_protein.
Os01g0888900	Conserved_hypothetical_protein.
Os01g0889000	Tetratricopeptide_like helical domain containing protein.
Os01g0889200	Conserved_hypothetical_protein.
Os01g0889400	LOB_(LATERAL_ORGAN_BOUNDARIES)_domain_containing protein, Regulation of empty_glume identity, floral organ number control and female gametophyte development
Os01g0889400	Similar_to_LOB_domain_protein_6_(ASYMMETRIC_LEAVES2).
Os01g0889800	Rhodanese_like domain containing protein.
Os01g0889900	Serine/threonine_protein_kinase_related domain containing protein.
Os01g0890001	Hypothetical_conserved_gene.
Os01g0890050	Hypothetical_protein.
Os01g0890100	Similar_to_S_domain class receptor_like kinase3.
Os01g0890200	Similar_to_S_domain class receptor_like kinase3.
Os01g0890250	Hypothetical_protein.
Os01g0890300	Conserved_hypothetical_protein.
Os01g0890400	Conserved_hypothetical_protein.
Os01g0890500	Conserved_hypothetical_protein.
Os01g0890600	Protein_kinase,_catalytic_domain_domain_containing_protein.
Os01g0890900	Hypothetical_conserved_gene.
Os01g0890950	Hypothetical_protein.
Os01g0891000	Glycoside_hydrolase,_family_20_protein.
Os01g0891033	Hypothetical_protein.
Os01g0891066	Hypothetical_protein.
Os01g0891100	Similar_to_Polygalacturonase.
Os01g0891300	Similar_to_Allyl_alcohol_dehydrogenase.
Os01g0891350	Hypothetical_protein.
Os01g0891400	S1,_RNA_binding_domain_containing_protein.
Os01g0891601	Leucine_rich repeat, N_terminal domain containing protein.
Os01g0891700	Leucine_rich repeat, N_terminal domain containing protein.
Os01g0892300	Leucine_rich repeat, plant specific containing protein.
Os01g0892500	Similar_to_carboxylic_ester_hydrolase.
Os01g0892600	Pectinacetylesterase_family_protein.
Os01g0892800	Similar_to_Ankyrin_kinase.
Os01g0892800	Integrin_linked protein kinase domain containing protein.
Os01g0893400	Zinc_finger,_TAZ_type domain containing protein.
Os01g0893700	DOMON_domain_domain_containing_protein.
Os01g0894000	Metallophosphoesterase_domain_containing_protein.
Os01g0894000	Similar_to_predicted_protein.
Os01g0894050	Myb/SANT_like domain domain containing protein.
Os01g0894075	Hypothetical_protein.
Os01g0894100	Similar_to_Transposase_(Fragment).
Os01g0894300	Similar_to_Fructokinase_1.
Os01g0894300	Fructokinase_(Fragment).
Os01g0894500	Sep15/SelM_redox_domain_containing_protein.
Os01g0894600	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os01g0894600	Similar_to_predicted_protein.
Os01g0894600	Hypothetical_conserved_gene.
Os01g0894700	Trigger_factor,_ribosome_binding, bacterial domain containing protein.
Os01g0895000	Hypothetical_protein.
Os01g0895100	Similar_to_Membrane_associated 30 kDa protein, chloroplast precursor (M30).
Os01g0895200	DOMON_related_domain_containing_protein.
Os01g0895300	Cytochrome_b561,_eukaryote_domain_containing_protein.
Os01g0895500	Peptidase_S54,_rhomboid_domain_containing_protein.
Os01g0895600	Similar_to_Calreticulin_3.
Os01g0896200	Similar_to_SF16_protein.
Os01g0896300	Hypothetical_conserved_gene.
Os01g0896400	Similar_to_JHL23J11.5_protein.
Os01g0896500	Rhodanese_like domain containing protein.
Os01g0896500	Similar_to_predicted_protein.
Os01g0896700	Similar_to_60S_ribosomal_protein_L5.
Os01g0896800	Ribosomal_protein_L18/L5_domain_containing_protein.
Os01g0897000	Similar_to_Cyclin_dependent kinase B1_1.
Os01g0897100	Conserved_hypothetical_protein.
Os01g0897200	Similar_to_Ribonuclease_2_precursor_(EC_3.1.27.1).
Os01g0897300	Similar_to_Ribonuclease_2.
Os01g0897300	Ribonuclease_T2_family_protein.
Os01g0897500	Pentatricopeptide_repeat_domain_containing_protein.
Os01g0897500	Similar_to_Os01g67210_like protein (Fragment).
Os01g0897600	Glycoside_hydrolase,_family_1_protein.
Os01g0897700	Similar_to_FH_protein_NFH1.
Os01g0897800	Rad21/Rec8_like_protein,_C_terminal domain containing protein.
Os01g0897800	Similar_to_Rad21/Rec8_like protein.
Os01g0897800	Rad21/Rec8_like_protein,_C_terminal domain containing protein.
Os01g0897800	Similar_to_Rad21/Rec8_like protein.
Os01g0898300	Mitochondrial_protein,_Root_development_and_iron_homeostasis
Os01g0898300	Hypothetical_conserved_gene.
Os01g0898400	Conserved_hypothetical_protein.
Os01g0898500	Similar_to_Patatin_(Fragment).
Os01g0898600	Conserved_hypothetical_protein.
Os01g0898800	Protein_of_unknown_function_DUF1685_domain_containing_protein.
Os01g0898900	Nucleotide_sugar transporter family protein.
Os01g0899000	Similar_to_Pti1_kinase_like protein.
Os01g0899100	Hypothetical_conserved_gene.
Os01g0899200	Similar_to_dehydration_responsive family protein.
Os01g0899275	Similar_to_ATP_synthase_F0_subunit_9.
Os01g0899350	Similar_to_ATP_synthase_F0_subunit_9.
Os01g0899387	Conserved_hypothetical_protein.
Os01g0899425	Similar_to_ribulose_1,5_bisphosphate carboxylase/oxygenase large subunit.
Os01g0899500	Hypothetical_conserved_gene.
Os01g0899500	FMN_binding split barrel_related domain containing protein.
Os01g0899700	Pollen_Ole_e_1_allergen_and_extensin_domain_containing_protein.
Os01g0899800	Pathogenesis_related transcriptional factor and ERF domain containing protein.
Os01g0900200	Lipase,_class_3_domain_containing_protein.
Os01g0900300	Hypothetical_protein.
Os01g0900400	Putative_triacylglycerol_(TAG)_lipase,_Phospholipase_A1,_Specification_of_empty_glume identity, Regulation of spikelet development, Endogenous jasmonic acid (JA) biosynthesis
Os01g0900700	Similar_to_predicted_protein.
Os01g0900750	Hypothetical_gene.
Os01g0900800	Helix_loop_helix DNA_binding domain containing protein.
Os01g0900800	Similar_to_BHLH_transcription_factor_(Fragment).
Os01g0900900	Ovarian_tumour,_otubain_domain_containing_protein.
Os01g0901000	Similar_to_Arm_repeat_containing protein.
Os01g0901000	Similar_to_predicted_protein.
Os01g0901200	Similar_to_RecA_protein_(Fragment).
Os01g0901300	Similar_to_VTC2_like protein.
Os01g0901500	Similar_to_4_coumarate__CoA ligase_like 5.
Os01g0901550	Hypothetical_gene.
Os01g0901600	Similar_to_4_coumarate__CoA ligase_like 6.
Os01g0901650	Hypothetical_gene.
Os01g0901700	Similar_to_emb2421_(embryo_defective_2421);_monooxygenase/_oxidoreductase.
Os01g0901800	Similar_to_acid_phosphatase/vanadium_dependent haloperoxidase related.
Os01g0901800	Acid_phosphatase/vanadium_dependent haloperoxidase related family protein.
Os01g0901900	S1,_RNA_binding_domain_containing_protein.
Os01g0902000	Hypothetical_protein.
Os01g0902100	Similar_to_MRP_like ABC transporter.
Os01g0902200	Peptidase_M3A_and_M3B,_thimet/oligopeptidase_F_domain_containing_protein.
Os01g0902300	Alpha/beta_hydrolase_fold_3 domain containing protein.
Os01g0902300	Similar_to_esterase.
Os01g0902700	Similar_to_Peptide_transporter_PTR2.
Os01g0902750	Hypothetical_protein.
Os01g0902800	Similar_to_cDNA,_clone:_J090081K18,_full_insert_sequence.
Os01g0903100	Conserved_hypothetical_protein.
Os01g0903800	Similar_to_MADS_box transcription factor 21.
Os01g0903900	Hypothetical_protein.
